,Donor,chr-pos,n_syn,n_nsyn,n_coding,n_all
733,DO220850,1-33,0,0,0,0
734,DO220905,1-33,0,0,0,0
735,DO220880,1-33,0,0,0,0
736,DO220896,1-33,0,0,0,0
737,DO220873,1-33,0,0,0,0
738,DO47255,1-33,0,0,0,0
739,DO220852,1-33,0,0,0,0
740,DO38129,1-33,0,0,0,0
741,DO37723,1-33,0,0,0,1
742,DO37432,1-34,0,0,0,0
743,DO37827,1-34,0,0,0,0
744,DO220887,1-34,0,0,0,0
745,DO220872,1-34,0,0,0,0
746,DO47268,1-34,0,0,0,0
747,DO220889,1-34,0,0,0,0
748,DO37896,1-34,0,0,0,0
749,DO220862,1-34,0,0,0,0
750,DO220863,1-34,0,0,0,1
751,DO37435,1-34,0,0,0,0
752,DO47451,1-34,0,0,0,1
753,DO220885,1-34,0,0,0,0
754,DO220843,1-34,0,0,0,2
755,DO220870,1-34,0,0,0,2
756,DO220890,1-34,0,0,0,0
757,DO220855,1-34,0,0,0,0
758,DO220847,1-34,0,0,0,4
759,DO220901,1-34,0,0,0,0
760,DO37861,1-34,0,0,0,0
761,DO37515,1-34,0,0,0,0
762,DO220899,1-34,0,0,0,0
763,DO220907,1-34,0,0,0,0
764,DO220851,1-34,0,0,0,0
765,DO220900,1-34,0,0,0,0
766,DO220874,1-34,0,0,0,0
767,DO220875,1-34,0,0,0,0
768,DO220864,1-34,0,0,0,1
769,DO220869,1-34,0,0,0,1
770,DO220844,1-34,0,0,0,0
771,DO37425,1-34,0,0,0,0
772,DO220883,1-34,0,0,0,0
773,DO37439,1-34,0,0,0,0
774,DO51251,1-34,0,0,0,3
775,DO37474,1-34,0,0,0,0
776,DO37527,1-34,0,0,0,2
777,DO220866,1-34,0,0,0,4
778,DO37607,1-34,0,0,0,0
779,DO220903,1-34,0,0,0,0
780,DO220868,1-34,0,0,0,2
781,DO37946,1-34,0,0,0,0
782,DO47542,1-34,0,0,0,0
783,DO220893,1-34,0,0,0,0
784,DO220858,1-34,0,0,0,1
785,DO220888,1-34,0,0,0,4
786,DO220897,1-34,0,0,0,0
787,DO220886,1-34,0,0,0,0
788,DO220877,1-34,0,0,0,0
789,DO220902,1-34,0,0,0,0
790,DO37424,1-34,0,0,0,8
791,DO37531,1-34,0,0,0,0
792,DO37703,1-34,0,0,0,0
793,DO220912,1-34,0,0,0,0
794,DO37440,1-34,0,0,0,0
795,DO220898,1-34,0,0,0,0
796,DO220910,1-34,0,0,0,0
797,DO220881,1-34,0,0,0,0
798,DO220845,1-34,0,0,0,0
799,DO37659,1-34,0,0,0,0
800,DO220884,1-34,0,0,0,0
801,DO220894,1-34,0,0,0,0
802,DO220861,1-34,0,0,0,0
803,DO220871,1-34,0,0,0,2
804,DO220848,1-34,0,0,0,0
805,DO220860,1-34,0,0,0,0
806,DO37409,1-34,0,0,0,0
807,DO220859,1-34,0,0,0,0
808,DO220911,1-34,0,0,0,0
809,DO37587,1-34,0,0,0,1
810,DO37627,1-34,0,0,0,0
811,DO37418,1-34,0,0,0,0
812,DO220891,1-34,0,0,0,0
813,DO220841,1-34,0,0,0,1
814,DO220878,1-34,0,0,0,0
815,DO37445,1-34,0,0,0,0
816,DO220892,1-34,0,0,0,1
817,DO220913,1-34,0,0,0,0
818,DO37427,1-34,0,0,0,2
819,DO47331,1-34,0,0,0,0
820,DO220842,1-34,0,0,0,5
821,DO220846,1-34,0,0,0,6
822,DO220908,1-34,0,0,0,0
823,DO220879,1-34,0,0,0,0
824,DO220904,1-34,0,0,0,2
825,DO37750,1-34,0,0,0,0
826,DO220895,1-34,0,0,0,0
827,DO220849,1-34,0,0,0,0
828,DO220857,1-34,0,0,0,0
829,DO37426,1-34,0,0,0,0
830,DO37599,1-34,0,0,0,5
831,DO37719,1-34,0,0,0,17
832,DO220853,1-34,0,0,0,0
833,DO37758,1-34,0,0,0,0
834,DO220906,1-34,0,0,0,0
835,DO220865,1-34,0,0,0,5
836,DO37782,1-34,0,0,0,0
837,DO220882,1-34,0,0,0,0
838,DO220867,1-34,0,0,0,1
839,DO220850,1-34,0,0,0,0
840,DO220905,1-34,0,0,0,0
841,DO220880,1-34,0,0,0,0
842,DO220896,1-34,0,0,0,0
843,DO220873,1-34,0,0,0,0
844,DO47255,1-34,0,0,0,0
845,DO220852,1-34,0,0,0,0
846,DO38129,1-34,0,0,0,0
847,DO37723,1-34,0,0,0,3
848,DO37432,1-35,0,0,0,0
849,DO37827,1-35,0,0,0,0
850,DO220887,1-35,0,0,0,0
851,DO220872,1-35,0,0,0,0
852,DO47268,1-35,0,0,0,0
853,DO220889,1-35,0,0,0,0
854,DO37896,1-35,0,0,0,0
855,DO220862,1-35,0,0,0,0
856,DO220863,1-35,0,0,0,3
857,DO37435,1-35,0,0,0,0
858,DO47451,1-35,0,0,0,5
859,DO220885,1-35,0,0,0,0
860,DO220843,1-35,0,0,0,4
861,DO220870,1-35,0,0,0,8
862,DO220890,1-35,0,0,0,0
863,DO220855,1-35,0,0,0,0
864,DO220847,1-35,0,0,0,3
865,DO220901,1-35,0,0,0,0
866,DO37861,1-35,0,0,0,0
867,DO37515,1-35,0,0,0,0
868,DO220899,1-35,0,0,0,0
869,DO220907,1-35,0,0,0,0
870,DO220851,1-35,0,0,0,0
871,DO220900,1-35,0,0,0,0
872,DO220874,1-35,0,0,0,0
873,DO220875,1-35,0,0,0,0
874,DO220864,1-35,0,0,0,9
875,DO220869,1-35,0,0,0,3
876,DO220844,1-35,0,0,0,2
877,DO37425,1-35,0,0,0,0
878,DO220883,1-35,0,0,0,0
879,DO37439,1-35,0,0,0,0
880,DO51251,1-35,0,0,0,5
881,DO37474,1-35,0,0,0,0
882,DO37527,1-35,0,0,0,5
883,DO220866,1-35,0,0,0,26
884,DO37607,1-35,0,0,0,0
885,DO220903,1-35,0,0,0,0
886,DO220868,1-35,0,0,0,9
887,DO37946,1-35,0,0,0,0
888,DO47542,1-35,0,0,0,0
889,DO220893,1-35,0,0,0,0
890,DO220858,1-35,0,0,0,1
891,DO220888,1-35,0,0,0,8
892,DO220897,1-35,0,0,0,0
893,DO220886,1-35,0,0,0,0
894,DO220877,1-35,0,0,0,0
895,DO220902,1-35,0,0,0,0
896,DO37424,1-35,0,0,0,29
897,DO37531,1-35,0,0,0,0
898,DO37703,1-35,0,0,0,0
899,DO220912,1-35,0,0,0,0
900,DO37440,1-35,0,0,0,0
901,DO220898,1-35,0,0,0,0
902,DO220910,1-35,0,0,0,0
903,DO220881,1-35,0,0,0,0
904,DO220845,1-35,0,0,0,1
905,DO37659,1-35,0,0,0,0
906,DO220884,1-35,0,0,0,0
907,DO220894,1-35,0,0,0,0
908,DO220861,1-35,0,0,0,0
909,DO220871,1-35,0,0,0,3
910,DO220848,1-35,0,0,0,0
911,DO220860,1-35,0,0,0,0
912,DO37409,1-35,0,0,0,0
913,DO220859,1-35,0,0,0,0
914,DO220911,1-35,0,0,0,0
915,DO37587,1-35,0,0,0,10
916,DO37627,1-35,0,0,0,0
917,DO37418,1-35,0,0,0,0
918,DO220891,1-35,0,0,0,0
919,DO220841,1-35,0,0,0,5
920,DO220878,1-35,0,0,0,0
921,DO37445,1-35,0,0,0,4
922,DO220892,1-35,0,0,0,8
923,DO220913,1-35,0,0,0,0
924,DO37427,1-35,0,0,0,7
925,DO47331,1-35,0,0,0,0
926,DO220842,1-35,0,0,0,33
927,DO220846,1-35,0,0,0,6
928,DO220908,1-35,0,0,0,0
929,DO220879,1-35,0,0,0,0
930,DO220904,1-35,0,0,0,8
931,DO37750,1-35,0,0,0,0
932,DO220895,1-35,0,0,0,0
933,DO220849,1-35,0,0,0,6
934,DO220857,1-35,0,0,0,0
935,DO37426,1-35,0,0,0,0
936,DO37599,1-35,0,0,0,47
937,DO37719,1-35,0,0,0,88
938,DO220853,1-35,0,0,0,0
939,DO37758,1-35,0,0,0,15
940,DO220906,1-35,0,0,0,0
941,DO220865,1-35,0,0,0,2
942,DO37782,1-35,0,0,0,0
943,DO220882,1-35,0,0,0,0
944,DO220867,1-35,0,0,0,7
945,DO220850,1-35,0,0,0,0
946,DO220905,1-35,0,0,0,0
947,DO220880,1-35,0,0,0,0
948,DO220896,1-35,0,0,0,0
949,DO220873,1-35,0,0,0,0
950,DO47255,1-35,0,0,0,0
951,DO220852,1-35,0,0,0,0
952,DO38129,1-35,0,0,0,0
953,DO37723,1-35,0,0,0,3
954,DO37432,1-36,0,0,0,0
955,DO37827,1-36,0,0,0,0
956,DO220887,1-36,0,0,0,0
957,DO220872,1-36,0,0,0,0
958,DO47268,1-36,0,0,0,0
959,DO220889,1-36,0,0,0,0
960,DO37896,1-36,0,0,0,0
961,DO220862,1-36,0,0,0,0
962,DO220863,1-36,0,0,0,6
963,DO37435,1-36,0,0,0,0
964,DO47451,1-36,0,0,0,2
965,DO220885,1-36,0,0,0,0
966,DO220843,1-36,0,0,0,4
967,DO220870,1-36,0,0,0,8
968,DO220890,1-36,0,0,0,0
969,DO220855,1-36,0,0,0,0
970,DO220847,1-36,0,0,0,7
971,DO220901,1-36,0,0,0,0
972,DO37861,1-36,0,0,0,0
973,DO37515,1-36,0,0,0,0
974,DO220899,1-36,0,0,0,0
975,DO220907,1-36,0,0,0,0
976,DO220851,1-36,0,0,0,0
977,DO220900,1-36,0,0,0,0
978,DO220874,1-36,0,0,0,0
979,DO220875,1-36,0,0,0,0
980,DO220864,1-36,0,0,0,9
981,DO220869,1-36,0,0,0,8
982,DO220844,1-36,0,0,0,3
983,DO37425,1-36,0,0,0,0
984,DO220883,1-36,0,0,0,0
985,DO37439,1-36,0,0,0,0
986,DO51251,1-36,0,0,0,11
987,DO37474,1-36,0,0,0,0
988,DO37527,1-36,0,0,0,11
989,DO220866,1-36,0,0,0,19
990,DO37607,1-36,0,0,0,0
991,DO220903,1-36,0,0,0,0
992,DO220868,1-36,0,0,0,13
993,DO37946,1-36,0,0,0,0
994,DO47542,1-36,0,0,0,0
995,DO220893,1-36,0,0,0,0
996,DO220858,1-36,0,0,0,11
997,DO220888,1-36,0,0,0,16
998,DO220897,1-36,0,0,0,0
999,DO220886,1-36,0,0,0,0
1000,DO220877,1-36,0,0,0,0
1001,DO220902,1-36,0,0,0,0
1002,DO37424,1-36,0,0,0,36
1003,DO37531,1-36,0,0,0,0
1004,DO37703,1-36,0,0,0,0
1005,DO220912,1-36,0,0,0,0
1006,DO37440,1-36,0,0,0,0
1007,DO220898,1-36,0,0,0,0
1008,DO220910,1-36,0,0,0,0
1009,DO220881,1-36,0,0,0,0
1010,DO220845,1-36,0,0,0,4
1011,DO37659,1-36,0,0,0,0
1012,DO220884,1-36,0,0,0,0
1013,DO220894,1-36,0,0,0,0
1014,DO220861,1-36,0,0,0,0
1015,DO220871,1-36,0,0,0,3
1016,DO220848,1-36,0,0,0,3
1017,DO220860,1-36,0,0,0,0
1018,DO37409,1-36,0,0,0,0
1019,DO220859,1-36,0,0,0,0
1020,DO220911,1-36,0,0,0,0
1021,DO37587,1-36,0,0,0,20
1022,DO37627,1-36,0,0,0,0
1023,DO37418,1-36,0,0,0,0
1024,DO220891,1-36,0,0,0,0
1025,DO220841,1-36,0,0,0,4
1026,DO220878,1-36,0,0,0,0
1027,DO37445,1-36,0,0,0,0
1028,DO220892,1-36,0,0,0,11
1029,DO220913,1-36,0,0,0,0
1030,DO37427,1-36,0,0,0,5
1031,DO47331,1-36,0,0,0,0
1032,DO220842,1-36,0,0,0,39
1033,DO220846,1-36,0,0,0,9
1034,DO220908,1-36,0,0,0,0
1035,DO220879,1-36,0,0,0,0
1036,DO220904,1-36,0,0,0,19
1037,DO37750,1-36,0,0,0,0
1038,DO220895,1-36,0,0,0,0
1039,DO220849,1-36,0,0,0,8
1040,DO220857,1-36,0,0,0,0
1041,DO37426,1-36,0,0,0,0
1042,DO37599,1-36,0,0,0,33
1043,DO37719,1-36,0,0,0,104
1044,DO220853,1-36,0,0,0,0
1045,DO37758,1-36,0,0,0,11
1046,DO220906,1-36,0,0,0,0
1047,DO220865,1-36,0,0,0,3
1048,DO37782,1-36,0,0,0,0
1049,DO220882,1-36,0,0,0,0
1050,DO220867,1-36,0,0,0,4
1051,DO220850,1-36,0,0,0,0
1052,DO220905,1-36,0,0,0,0
1053,DO220880,1-36,0,0,0,0
1054,DO220896,1-36,0,0,0,0
1055,DO220873,1-36,0,0,0,0
1056,DO47255,1-36,0,0,0,0
1057,DO220852,1-36,0,0,0,0
1058,DO38129,1-36,0,0,0,0
1059,DO37723,1-36,0,0,0,11
1060,DO37432,1-37,0,0,0,0
1061,DO37827,1-37,0,0,0,0
1062,DO220887,1-37,0,0,0,0
1063,DO220872,1-37,0,0,0,0
1064,DO47268,1-37,0,0,0,0
1065,DO220889,1-37,0,0,0,0
1066,DO37896,1-37,0,0,0,0
1067,DO220862,1-37,0,0,0,0
1068,DO220863,1-37,0,0,0,4
1069,DO37435,1-37,0,0,0,0
1070,DO47451,1-37,0,0,0,3
1071,DO220885,1-37,0,0,0,0
1072,DO220843,1-37,0,0,0,13
1073,DO220870,1-37,0,0,0,11
1074,DO220890,1-37,0,0,0,0
1075,DO220855,1-37,0,0,0,0
1076,DO220847,1-37,0,0,0,4
1077,DO220901,1-37,0,0,0,0
1078,DO37861,1-37,0,0,0,0
1079,DO37515,1-37,0,0,0,0
1080,DO220899,1-37,0,0,0,0
1081,DO220907,1-37,0,0,0,0
1082,DO220851,1-37,0,0,0,0
1083,DO220900,1-37,0,0,0,0
1084,DO220874,1-37,0,0,0,0
1085,DO220875,1-37,0,0,0,0
1086,DO220864,1-37,0,0,0,12
1087,DO220869,1-37,0,0,0,1
1088,DO220844,1-37,0,0,0,2
1089,DO37425,1-37,0,0,0,0
1090,DO220883,1-37,0,0,0,0
1091,DO37439,1-37,0,0,0,0
1092,DO51251,1-37,0,0,0,23
1093,DO37474,1-37,0,0,0,0
1094,DO37527,1-37,0,0,0,5
1095,DO220866,1-37,0,0,0,26
1096,DO37607,1-37,0,0,0,0
1097,DO220903,1-37,0,0,0,0
1098,DO220868,1-37,0,0,0,5
1099,DO37946,1-37,0,0,0,0
1100,DO47542,1-37,0,0,0,0
1101,DO220893,1-37,0,0,0,0
1102,DO220858,1-37,0,0,0,11
1103,DO220888,1-37,0,0,0,6
1104,DO220897,1-37,0,0,0,0
1105,DO220886,1-37,0,0,0,0
1106,DO220877,1-37,0,0,0,0
1107,DO220902,1-37,0,0,0,0
1108,DO37424,1-37,0,0,0,33
1109,DO37531,1-37,0,0,0,0
1110,DO37703,1-37,0,0,0,0
1111,DO220912,1-37,0,0,0,0
1112,DO37440,1-37,0,0,0,0
1113,DO220898,1-37,0,0,0,0
1114,DO220910,1-37,0,0,0,0
1115,DO220881,1-37,0,0,0,0
1116,DO220845,1-37,0,0,0,7
1117,DO37659,1-37,0,0,0,0
1118,DO220884,1-37,0,0,0,0
1119,DO220894,1-37,0,0,0,0
1120,DO220861,1-37,0,0,0,0
1121,DO220871,1-37,0,0,0,7
1122,DO220848,1-37,0,0,0,1
1123,DO220860,1-37,0,0,0,0
1124,DO37409,1-37,0,0,0,0
1125,DO220859,1-37,0,0,0,0
1126,DO220911,1-37,0,0,0,0
1127,DO37587,1-37,0,0,0,28
1128,DO37627,1-37,0,0,0,0
1129,DO37418,1-37,0,0,0,0
1130,DO220891,1-37,0,0,0,0
1131,DO220841,1-37,0,0,0,6
1132,DO220878,1-37,0,0,0,0
1133,DO37445,1-37,0,0,0,6
1134,DO220892,1-37,0,0,0,8
1135,DO220913,1-37,0,0,0,0
1136,DO37427,1-37,0,0,0,4
1137,DO47331,1-37,0,0,0,0
1138,DO220842,1-37,0,0,0,32
1139,DO220846,1-37,0,0,0,6
1140,DO220908,1-37,0,0,0,0
1141,DO220879,1-37,0,0,0,0
1142,DO220904,1-37,0,0,0,23
1143,DO37750,1-37,0,0,0,0
1144,DO220895,1-37,0,0,0,0
1145,DO220849,1-37,0,0,0,2
1146,DO220857,1-37,0,0,0,0
1147,DO37426,1-37,0,0,0,0
1148,DO37599,1-37,0,0,0,39
1149,DO37719,1-37,0,0,0,88
1150,DO220853,1-37,0,0,0,0
1151,DO37758,1-37,0,0,0,12
1152,DO220906,1-37,0,0,0,0
1153,DO220865,1-37,0,0,0,4
1154,DO37782,1-37,0,0,0,0
1155,DO220882,1-37,0,0,0,0
1156,DO220867,1-37,0,0,0,5
1157,DO220850,1-37,0,0,0,0
1158,DO220905,1-37,0,0,0,0
1159,DO220880,1-37,0,0,0,0
1160,DO220896,1-37,0,0,0,0
1161,DO220873,1-37,0,0,0,0
1162,DO47255,1-37,0,0,0,0
1163,DO220852,1-37,0,0,0,0
1164,DO38129,1-37,0,0,0,0
1165,DO37723,1-37,0,0,0,4
1166,DO37432,1-38,0,0,0,0
1167,DO37827,1-38,0,0,0,0
1168,DO220887,1-38,0,0,0,0
1169,DO220872,1-38,0,0,0,0
1170,DO47268,1-38,0,0,0,0
1171,DO220889,1-38,0,0,0,0
1172,DO37896,1-38,0,0,0,0
1173,DO220862,1-38,0,0,0,0
1174,DO220863,1-38,0,0,0,7
1175,DO37435,1-38,0,0,0,0
1176,DO47451,1-38,0,0,0,4
1177,DO220885,1-38,0,0,0,0
1178,DO220843,1-38,0,0,0,11
1179,DO220870,1-38,0,0,0,10
1180,DO220890,1-38,0,0,0,0
1181,DO220855,1-38,0,0,0,0
1182,DO220847,1-38,0,0,0,3
1183,DO220901,1-38,0,0,0,0
1184,DO37861,1-38,0,0,0,0
1185,DO37515,1-38,0,0,0,0
1186,DO220899,1-38,0,0,0,0
1187,DO220907,1-38,0,0,0,0
1188,DO220851,1-38,0,0,0,0
1189,DO220900,1-38,0,0,0,0
1190,DO220874,1-38,0,0,0,0
1191,DO220875,1-38,0,0,0,0
1192,DO220864,1-38,0,0,0,10
1193,DO220869,1-38,0,0,0,1
1194,DO220844,1-38,0,0,0,2
1195,DO37425,1-38,0,0,0,0
1196,DO220883,1-38,0,0,0,0
1197,DO37439,1-38,0,0,0,0
1198,DO51251,1-38,0,0,0,3
1199,DO37474,1-38,0,0,0,0
1200,DO37527,1-38,0,0,0,11
1201,DO220866,1-38,0,0,0,31
1202,DO37607,1-38,0,0,0,0
1203,DO220903,1-38,0,0,0,0
1204,DO220868,1-38,0,0,0,7
1205,DO37946,1-38,0,0,0,0
1206,DO47542,1-38,0,0,0,0
1207,DO220893,1-38,0,0,0,0
1208,DO220858,1-38,0,0,0,4
1209,DO220888,1-38,0,0,0,7
1210,DO220897,1-38,0,0,0,0
1211,DO220886,1-38,0,0,0,0
1212,DO220877,1-38,0,0,0,0
1213,DO220902,1-38,0,0,0,0
1214,DO37424,1-38,0,0,0,35
1215,DO37531,1-38,0,0,0,0
1216,DO37703,1-38,0,0,0,0
1217,DO220912,1-38,0,0,0,0
1218,DO37440,1-38,0,0,0,0
1219,DO220898,1-38,0,0,0,0
1220,DO220910,1-38,0,0,0,0
1221,DO220881,1-38,0,0,0,0
1222,DO220845,1-38,0,0,0,4
1223,DO37659,1-38,0,0,0,0
1224,DO220884,1-38,0,0,0,0
1225,DO220894,1-38,0,0,0,0
1226,DO220861,1-38,0,0,0,0
1227,DO220871,1-38,0,0,0,7
1228,DO220848,1-38,0,0,0,1
1229,DO220860,1-38,0,0,0,0
1230,DO37409,1-38,0,0,0,0
1231,DO220859,1-38,0,0,0,0
1232,DO220911,1-38,0,0,0,0
1233,DO37587,1-38,0,0,0,24
1234,DO37627,1-38,0,0,0,0
1235,DO37418,1-38,0,0,0,0
1236,DO220891,1-38,0,0,0,0
1237,DO220841,1-38,0,0,0,12
1238,DO220878,1-38,0,0,0,0
1239,DO37445,1-38,0,0,0,3
1240,DO220892,1-38,0,0,0,2
1241,DO220913,1-38,0,0,0,0
1242,DO37427,1-38,0,0,0,8
1243,DO47331,1-38,0,0,0,0
1244,DO220842,1-38,0,0,0,29
1245,DO220846,1-38,0,0,0,7
1246,DO220908,1-38,0,0,0,0
1247,DO220879,1-38,0,0,0,0
1248,DO220904,1-38,0,0,0,14
1249,DO37750,1-38,0,0,0,0
1250,DO220895,1-38,0,0,0,0
1251,DO220849,1-38,0,0,0,5
1252,DO220857,1-38,0,0,0,0
1253,DO37426,1-38,0,0,0,0
1254,DO37599,1-38,0,0,0,40
1255,DO37719,1-38,0,0,0,101
1256,DO220853,1-38,0,0,0,0
1257,DO37758,1-38,0,0,0,2
1258,DO220906,1-38,0,0,0,0
1259,DO220865,1-38,0,0,0,3
1260,DO37782,1-38,0,0,0,0
1261,DO220882,1-38,0,0,0,0
1262,DO220867,1-38,0,0,0,5
1263,DO220850,1-38,0,0,0,0
1264,DO220905,1-38,0,0,0,0
1265,DO220880,1-38,0,0,0,0
1266,DO220896,1-38,0,0,0,0
1267,DO220873,1-38,0,0,0,0
1268,DO47255,1-38,0,0,0,0
1269,DO220852,1-38,0,0,0,0
1270,DO38129,1-38,0,0,0,0
1271,DO37723,1-38,0,0,0,9
1272,DO37432,1-39,0,0,0,0
1273,DO37827,1-39,0,0,0,0
1274,DO220887,1-39,0,0,0,0
1275,DO220872,1-39,0,0,0,0
1276,DO47268,1-39,0,0,0,0
1277,DO220889,1-39,0,0,0,0
1278,DO37896,1-39,0,0,0,0
1279,DO220862,1-39,0,0,0,0
1280,DO220863,1-39,0,0,0,4
1281,DO37435,1-39,0,0,0,0
1282,DO47451,1-39,0,0,0,1
1283,DO220885,1-39,0,0,0,0
1284,DO220843,1-39,0,0,0,5
1285,DO220870,1-39,0,0,0,3
1286,DO220890,1-39,0,0,0,0
1287,DO220855,1-39,0,0,0,0
1288,DO220847,1-39,0,0,0,2
1289,DO220901,1-39,0,0,0,0
1290,DO37861,1-39,0,0,0,0
1291,DO37515,1-39,0,0,0,0
1292,DO220899,1-39,0,0,0,0
1293,DO220907,1-39,0,0,0,0
1294,DO220851,1-39,0,0,0,0
1295,DO220900,1-39,0,0,0,0
1296,DO220874,1-39,0,0,0,0
1297,DO220875,1-39,0,0,0,0
1298,DO220864,1-39,1,0,1,25
1299,DO220869,1-39,0,0,0,2
1300,DO220844,1-39,0,0,0,0
1301,DO37425,1-39,0,0,0,0
1302,DO220883,1-39,0,0,0,0
1303,DO37439,1-39,0,0,0,0
1304,DO51251,1-39,0,0,0,2
1305,DO37474,1-39,0,0,0,0
1306,DO37527,1-39,0,0,0,4
1307,DO220866,1-39,0,0,0,16
1308,DO37607,1-39,0,0,0,0
1309,DO220903,1-39,0,0,0,0
1310,DO220868,1-39,0,0,0,5
1311,DO37946,1-39,0,0,0,0
1312,DO47542,1-39,0,0,0,0
1313,DO220893,1-39,0,0,0,0
1314,DO220858,1-39,0,0,0,0
1315,DO220888,1-39,0,0,0,6
1316,DO220897,1-39,0,0,0,0
1317,DO220886,1-39,0,0,0,0
1318,DO220877,1-39,0,0,0,0
1319,DO220902,1-39,0,0,0,0
1320,DO37424,1-39,0,0,0,18
1321,DO37531,1-39,0,0,0,0
1322,DO37703,1-39,0,0,0,0
1323,DO220912,1-39,0,0,0,0
1324,DO37440,1-39,0,0,0,0
1325,DO220898,1-39,0,0,0,0
1326,DO220910,1-39,0,0,0,0
1327,DO220881,1-39,0,0,0,0
1328,DO220845,1-39,0,0,0,1
1329,DO37659,1-39,0,0,0,0
1330,DO220884,1-39,0,0,0,0
1331,DO220894,1-39,0,0,0,0
1332,DO220861,1-39,0,0,0,0
1333,DO220871,1-39,0,0,0,2
1334,DO220848,1-39,0,0,0,1
1335,DO220860,1-39,0,0,0,0
1336,DO37409,1-39,0,0,0,0
1337,DO220859,1-39,0,0,0,0
1338,DO220911,1-39,0,0,0,0
1339,DO37587,1-39,0,0,0,8
1340,DO37627,1-39,0,0,0,0
1341,DO37418,1-39,0,0,0,0
1342,DO220891,1-39,0,0,0,0
1343,DO220841,1-39,0,0,0,3
1344,DO220878,1-39,0,0,0,0
1345,DO37445,1-39,0,0,0,2
1346,DO220892,1-39,0,0,0,3
1347,DO220913,1-39,0,0,0,0
1348,DO37427,1-39,0,0,0,4
1349,DO47331,1-39,0,0,0,0
1350,DO220842,1-39,0,0,0,14
1351,DO220846,1-39,0,0,0,4
1352,DO220908,1-39,0,0,0,0
1353,DO220879,1-39,0,0,0,0
1354,DO220904,1-39,0,0,0,10
1355,DO37750,1-39,0,0,0,0
1356,DO220895,1-39,0,0,0,0
1357,DO220849,1-39,0,0,0,6
1358,DO220857,1-39,0,0,0,0
1359,DO37426,1-39,0,0,0,0
1360,DO37599,1-39,0,0,0,24
1361,DO37719,1-39,0,0,0,73
1362,DO220853,1-39,0,0,0,0
1363,DO37758,1-39,0,0,0,4
1364,DO220906,1-39,0,0,0,0
1365,DO220865,1-39,0,0,0,2
1366,DO37782,1-39,0,0,0,0
1367,DO220882,1-39,0,0,0,0
1368,DO220867,1-39,0,0,0,3
1369,DO220850,1-39,0,0,0,0
1370,DO220905,1-39,0,0,0,0
1371,DO220880,1-39,0,0,0,0
1372,DO220896,1-39,0,0,0,0
1373,DO220873,1-39,0,0,0,0
1374,DO47255,1-39,0,0,0,0
1375,DO220852,1-39,0,0,0,0
1376,DO38129,1-39,0,0,0,0
1377,DO37723,1-39,0,0,0,2
1378,DO37432,1-40,0,0,0,0
1379,DO37827,1-40,0,0,0,0
1380,DO220887,1-40,0,0,0,0
1381,DO220872,1-40,0,0,0,0
1382,DO47268,1-40,0,0,0,0
1383,DO220889,1-40,0,0,0,0
1384,DO37896,1-40,0,0,0,0
1385,DO220862,1-40,0,0,0,0
1386,DO220863,1-40,0,0,0,1
1387,DO37435,1-40,0,0,0,0
1388,DO47451,1-40,0,0,0,0
1389,DO220885,1-40,0,0,0,0
1390,DO220843,1-40,0,0,0,1
1391,DO220870,1-40,0,0,0,4
1392,DO220890,1-40,0,0,0,0
1393,DO220855,1-40,0,0,0,0
1394,DO220847,1-40,0,0,0,2
1395,DO220901,1-40,0,0,0,0
1396,DO37861,1-40,0,0,0,0
1397,DO37515,1-40,0,0,0,0
1398,DO220899,1-40,0,0,0,0
1399,DO220907,1-40,0,0,0,0
1400,DO220851,1-40,0,0,0,0
1401,DO220900,1-40,0,0,0,0
1402,DO220874,1-40,0,0,0,0
1403,DO220875,1-40,0,0,0,0
1404,DO220864,1-40,0,0,0,5
1405,DO220869,1-40,0,0,0,1
1406,DO220844,1-40,0,0,0,4
1407,DO37425,1-40,0,0,0,0
1408,DO220883,1-40,0,0,0,0
1409,DO37439,1-40,0,0,0,0
1410,DO51251,1-40,0,0,0,6
1411,DO37474,1-40,0,0,0,0
1412,DO37527,1-40,0,0,0,10
1413,DO220866,1-40,0,0,0,19
1414,DO37607,1-40,0,0,0,0
1415,DO220903,1-40,0,0,0,0
1416,DO220868,1-40,0,0,0,5
1417,DO37946,1-40,0,0,0,0
1418,DO47542,1-40,0,0,0,0
1419,DO220893,1-40,0,0,0,0
1420,DO220858,1-40,0,0,0,3
1421,DO220888,1-40,0,0,0,4
1422,DO220897,1-40,0,0,0,0
1423,DO220886,1-40,0,0,0,0
1424,DO220877,1-40,0,0,0,0
1425,DO220902,1-40,0,0,0,0
1426,DO37424,1-40,0,0,0,18
1427,DO37531,1-40,0,0,0,0
1428,DO37703,1-40,0,0,0,0
1429,DO220912,1-40,0,0,0,0
1430,DO37440,1-40,0,0,0,0
1431,DO220898,1-40,0,0,0,0
1432,DO220910,1-40,0,0,0,0
1433,DO220881,1-40,0,0,0,0
1434,DO220845,1-40,0,0,0,5
1435,DO37659,1-40,0,0,0,0
1436,DO220884,1-40,0,0,0,0
1437,DO220894,1-40,0,0,0,0
1438,DO220861,1-40,0,0,0,0
1439,DO220871,1-40,0,0,0,1
1440,DO220848,1-40,0,0,0,1
1441,DO220860,1-40,0,0,0,0
1442,DO37409,1-40,0,0,0,0
1443,DO220859,1-40,0,0,0,0
